3alpha_code,name_en,scientific_name,genus,family,major_group,isscaap_group,name_no_nei,fao_group,match_category,species
hbx,NA,NA,NA,NA,NA,NA,NA,NA,NA,hoplichthys spp
bly,NA,NA,NA,NA,NA,NA,NA,NA,NA,shortfin searobin
fhh,NA,NA,NA,NA,NA,NA,NA,NA,NA,barred searobin
guc,cape gurnard,chelidonichthys capensis,chelidonichthys,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,cape gurnard
gur,red gurnard,aspitrigla cuculus,aspitrigla,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,red gurnard
cgy,NA,NA,NA,NA,NA,NA,NA,NA,NA,gabon gurnard
kug,bluefin gurnard,chelidonichthys kumu,chelidonichthys,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,bluefin gurnard
ctz,streaked gurnard,chelidonichthys lastoviza,chelidonichthys,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,streaked gurnard
guu,tub gurnard,chelidonichthys lucerna,chelidonichthys,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,tub gurnard
gum,NA,NA,NA,NA,NA,NA,NA,NA,NA,longfin gurnard
ksu,NA,NA,NA,NA,NA,NA,NA,NA,NA,lesser gurnard
czs,NA,NA,NA,NA,NA,NA,NA,NA,NA,spiny red gurnard
gui,NA,NA,NA,NA,NA,NA,NA,NA,NA,indo-pacific gurnards
gug,grey gurnard,eutrigla gurnardus,eutrigla,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,grey gurnard
ggi,NA,NA,NA,NA,NA,NA,NA,NA,NA,gargariscus prionocephalus
hnj,NA,NA,NA,NA,NA,NA,NA,NA,NA,heminodus philippinus
iee,NA,NA,NA,NA,NA,NA,NA,NA,NA,bullhorn gurnard
ldy,scaly gurnard,lepidotrigla brachyoptera,lepidotrigla,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,scaly gurnard
ibk,NA,NA,NA,NA,NA,NA,NA,NA,NA,scalebreast gurnard
ldr,NA,NA,NA,NA,NA,NA,NA,NA,NA,carol's gurnard
ldv,NA,NA,NA,NA,NA,NA,NA,NA,NA,large-scaled gurnard
lep,NA,NA,NA,NA,NA,NA,NA,NA,NA,spiny gurnard
ief,NA,NA,NA,NA,NA,NA,NA,NA,NA,scalybreast gurnard
ldm,NA,NA,NA,NA,NA,NA,NA,NA,NA,lepidotrigla microptera
ldn,NA,NA,NA,NA,NA,NA,NA,NA,NA,butterfly gurnard
ijs,NA,NA,NA,NA,NA,NA,NA,NA,NA,large-scaled gurnards nei
pjc,NA,NA,NA,NA,NA,NA,NA,NA,NA,african armoured searobin
ptq,NA,NA,NA,NA,NA,NA,NA,NA,NA,armoured gurnard
pql,NA,NA,NA,NA,NA,NA,NA,NA,NA,peristedion longispatha
pwb,NA,NA,NA,NA,NA,NA,NA,NA,NA,peristedion weberi
pqa,NA,NA,NA,NA,NA,NA,NA,NA,NA,spiny searobin
qwj,NA,NA,NA,NA,NA,NA,NA,NA,NA,whitesnout searobin
qwr,NA,NA,NA,NA,NA,NA,NA,NA,NA,two-beaked searobin
pqc,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern searobin
pqu,NA,NA,NA,NA,NA,NA,NA,NA,NA,red searobin
pqp,NA,NA,NA,NA,NA,NA,NA,NA,NA,mexican searobin
pqt,NA,NA,NA,NA,NA,NA,NA,NA,NA,bluewing searobin
qws,NA,NA,NA,NA,NA,NA,NA,NA,NA,common searobin
qwy,NA,NA,NA,NA,NA,NA,NA,NA,NA,lumptail searobin
sra,atlantic searobins,prionotus spp,prionotus,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,atlantic searobins
xxz,NA,NA,NA,NA,NA,NA,NA,NA,NA,pterygotrigla guezei
jgu,spotted gurnard,pterygotrigla picta,pterygotrigla,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,spotted gurnard
beg,latchet(=sharpbeak gurnard),pterygotrigla polyommata,pterygotrigla,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,latchet(=sharpbeak gurnard)
sry,NA,NA,NA,NA,NA,NA,NA,NA,NA,satyrichthys laticeps
swc,NA,NA,NA,NA,NA,NA,NA,NA,NA,robust armoured-gurnard
ssv,NA,NA,NA,NA,NA,NA,NA,NA,NA,scalicus hians
gun,piper gurnard,trigla lyra,trigla,triglidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,piper gurnard
guy,NA,NA,NA,NA,NA,NA,NA,NA,NA,gurnards nei
gux,"gurnards, searobins nei",triglidae,triglidae,triglidae,pisces,miscellaneous demersal fishes,"gurnards, searobins",yes,en_name,"gurnards, searobins nei"
bmj,NA,NA,NA,NA,NA,NA,NA,NA,NA,bembras japonica
pbu,NA,NA,NA,NA,NA,NA,NA,NA,NA,parabembras curta
pze,NA,NA,NA,NA,NA,NA,NA,NA,NA,perryena leucometopon
mxr,NA,NA,NA,NA,NA,NA,NA,NA,NA,maxillicosta raoulensis
nnx,NA,NA,NA,NA,NA,NA,NA,NA,NA,orange-banded scorpionfish
bmr,NA,NA,NA,NA,NA,NA,NA,NA,NA,bembradium roseum
pbk,NA,NA,NA,NA,NA,NA,NA,NA,NA,plectrogenium barsukovi
aql,NA,NA,NA,NA,NA,NA,NA,NA,NA,adelosebastes latens
ber,NA,NA,NA,NA,NA,NA,NA,NA,NA,brachypterois serrulata
ddb,NA,NA,NA,NA,NA,NA,NA,NA,NA,hawaiian lionfish
ddi,NA,NA,NA,NA,NA,NA,NA,NA,NA,twospot turkeyfish
ddy,NA,NA,NA,NA,NA,NA,NA,NA,NA,shortfin turkeyfish
ddz,NA,NA,NA,NA,NA,NA,NA,NA,NA,zebra turkeyfish
ebk,NA,NA,NA,NA,NA,NA,NA,NA,NA,ebosia bleekeri
jee,NA,NA,NA,NA,NA,NA,NA,NA,NA,ebosia spp
erm,NA,NA,NA,NA,NA,NA,NA,NA,NA,midwater scorpionfish
dvm,NA,NA,NA,NA,NA,NA,NA,NA,NA,helicolenus barathri
brf,blackbelly rosefish,helicolenus dactylopterus,helicolenus,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,blackbelly rosefish
ijp,NA,NA,NA,NA,NA,NA,NA,NA,NA,rosefish
hfr,red gurnard perch,helicolenus percoides,helicolenus,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,red gurnard perch
rok,NA,NA,NA,NA,NA,NA,NA,NA,NA,rosefishes nei
hst,NA,NA,NA,NA,NA,NA,NA,NA,NA,hoplosebastes armatus
hze,NA,NA,NA,NA,NA,NA,NA,NA,NA,hozukius emblemarius
iky,NA,NA,NA,NA,NA,NA,NA,NA,NA,idiastion kyphos
icg,NA,NA,NA,NA,NA,NA,NA,NA,NA,decoy scorpionfish
lii,NA,NA,NA,NA,NA,NA,NA,NA,NA,lioscorpius longiceps
nma,NA,NA,NA,NA,NA,NA,NA,NA,NA,neomerinthe amplisquamiceps
qrf,NA,NA,NA,NA,NA,NA,NA,NA,NA,neoscorpaena nielseni
pih,NA,NA,NA,NA,NA,NA,NA,NA,NA,blackfoot firefish
pdw,NA,NA,NA,NA,NA,NA,NA,NA,NA,parascorpaena aurita
phw,NA,NA,NA,NA,NA,NA,NA,NA,NA,phenacoscorpius adenensis
pis,NA,NA,NA,NA,NA,NA,NA,NA,NA,ghanean rockfish
ueo,NA,NA,NA,NA,NA,NA,NA,NA,NA,pontinus furcirhinus
poi,offshore rockfish,pontinus kuhlii,pontinus,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,offshore rockfish
qbk,NA,NA,NA,NA,NA,NA,NA,NA,NA,speckled deepwat. scorpionfish
pzm,NA,NA,NA,NA,NA,NA,NA,NA,NA,large-headed scorpionfish
qko,NA,NA,NA,NA,NA,NA,NA,NA,NA,s.helena deepwat. scorpionfish
zps,NA,NA,NA,NA,NA,NA,NA,NA,NA,speckled scorpionfish
fzy,NA,NA,NA,NA,NA,NA,NA,NA,NA,pontinus spp
pfy,NA,NA,NA,NA,NA,NA,NA,NA,NA,pteroidichthys amboinensis
pzt,NA,NA,NA,NA,NA,NA,NA,NA,NA,broadbarred firefish
uhq,NA,NA,NA,NA,NA,NA,NA,NA,NA,devil firefish
pzr,NA,NA,NA,NA,NA,NA,NA,NA,NA,radial firefish
pzu,NA,NA,NA,NA,NA,NA,NA,NA,NA,plaintail turkeyfish
pzx,NA,NA,NA,NA,NA,NA,NA,NA,NA,hawaiian turkeyfish
pzo,red lionfish,pterois volitans,pterois,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,red lionfish
rih,NA,NA,NA,NA,NA,NA,NA,NA,NA,rhinopias aphanes
ssw,NA,NA,NA,NA,NA,NA,NA,NA,NA,angola rockfish
sbj,NA,NA,NA,NA,NA,NA,NA,NA,NA,barbfish
ezs,slender rockfish,scorpaena elongata,scorpaena,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,slender rockfish
sgn,NA,NA,NA,NA,NA,NA,NA,NA,NA,plumed scorpionfish
sgz,NA,NA,NA,NA,NA,NA,NA,NA,NA,california scorpionfish
siq,NA,NA,NA,NA,NA,NA,NA,NA,NA,player scorpionfish
slq,NA,NA,NA,NA,NA,NA,NA,NA,NA,senegalese rockfish
mzs,NA,NA,NA,NA,NA,NA,NA,NA,NA,madeira rockfish
rwf,NA,NA,NA,NA,NA,NA,NA,NA,NA,stone scorpionfish
snq,small red scorpionfish,scorpaena notata,scorpaena,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,small red scorpionfish
smw,NA,NA,NA,NA,NA,NA,NA,NA,NA,pacific spotted scorpionfish
bbs,black scorpionfish,scorpaena porcus,scorpaena,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,black scorpionfish
rse,red scorpionfish,scorpaena scrofa,scorpaena,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,red scorpionfish
soq,NA,NA,NA,NA,NA,NA,NA,NA,NA,sonora scorpionfish
svv,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotted-fin rockfish
scs,NA,NA,NA,NA,NA,NA,NA,NA,NA,"scorpionfishes, rockfishes nei"
sof,NA,NA,NA,NA,NA,NA,NA,NA,NA,scorpaenodes africanus
uay,NA,NA,NA,NA,NA,NA,NA,NA,NA,african spotted scorpionfish
ubw,NA,NA,NA,NA,NA,NA,NA,NA,NA,scorpaenodes muciparus
sov,NA,NA,NA,NA,NA,NA,NA,NA,NA,lowfin scorpionfish
qiz,NA,NA,NA,NA,NA,NA,NA,NA,NA,bearded scorpionfish
sjc,NA,NA,NA,NA,NA,NA,NA,NA,NA,jenkin's scorpionfish
sjh,NA,NA,NA,NA,NA,NA,NA,NA,NA,weedy stingfish
sjg,NA,NA,NA,NA,NA,NA,NA,NA,NA,humpbacked scorpionfish
qja,NA,NA,NA,NA,NA,NA,NA,NA,NA,whiteblotched scorpionfish
qjb,NA,NA,NA,NA,NA,NA,NA,NA,NA,raggy scorpionfish
sjb,NA,NA,NA,NA,NA,NA,NA,NA,NA,spotfin scorpionfish
sft,NA,NA,NA,NA,NA,NA,NA,NA,NA,rougheye rockfish
opp,pacific ocean perch,sebastes alutus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,pacific ocean perch
riq,NA,NA,NA,NA,NA,NA,NA,NA,NA,brown rockfish
rvr,aurora rockfish,sebastes aurora,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,aurora rockfish
rvb,redbanded rockfish,sebastes babcocki,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,redbanded rockfish
sfb,NA,NA,NA,NA,NA,NA,NA,NA,NA,shortraker rockfish
sby,NA,NA,NA,NA,NA,NA,NA,NA,NA,silvergray rockfish
rec,cape redfish,sebastes capensis,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,cape redfish
qys,gopher rockfish,sebastes carnatus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,gopher rockfish
sfj,copper rockfish,sebastes caurinus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,copper rockfish
qyr,greenspotted rockfish,sebastes chlorostictus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,greenspotted rockfish
rvc,NA,NA,NA,NA,NA,NA,NA,NA,NA,dusky rockfish
sfo,starry rockfish,sebastes constellatus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,starry rockfish
rfc,darkblotched rockfish,sebastes crameri,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,darkblotched rockfish
sfd,splitnose rockfish,sebastes diploproa,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,splitnose rockfish
sfe,greenstriped rockfish,sebastes elongatus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,greenstriped rockfish
wro,widow rockfish,sebastes entomelas,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,widow rockfish
ren,NA,NA,NA,NA,NA,NA,NA,NA,NA,acadian redfish
yro,yellowtail rockfish,sebastes flavidus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,yellowtail rockfish
sgo,chilipepper rockfish,sebastes goodei,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,chilipepper rockfish
rvh,NA,NA,NA,NA,NA,NA,NA,NA,NA,rosethorn rockfish
sfq,NA,NA,NA,NA,NA,NA,NA,NA,NA,sebastes inermis
sfk,shortbelly rockfish,sebastes jordani,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,shortbelly rockfish
qyt,cowcod,sebastes levis,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,cowcod
sfg,NA,NA,NA,NA,NA,NA,NA,NA,NA,quillback rockfish
rmg,black rockfish,sebastes melanops,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,black rockfish
rvm,blackgill rockfish,sebastes melanostomus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,blackgill rockfish
reb,beaked redfish,sebastes mentella,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,beaked redfish
sfw,vermilion rockfish,sebastes miniatus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,vermilion rockfish
sej,NA,NA,NA,NA,NA,NA,NA,NA,NA,sebastes minor
sfy,blue rockfish,sebastes mystinus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,blue rockfish
rvn,china rockfish,sebastes nebulosus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,china rockfish
rnv,NA,NA,NA,NA,NA,NA,NA,NA,NA,tiger rockfish
reg,golden redfish,sebastes marinus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,golden redfish
req,patagonian redfish,sebastes oculatus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,patagonian redfish
sbc,NA,NA,NA,NA,NA,NA,NA,NA,NA,bocaccio rockfish
spg,canary rockfish,sebastes pinniger,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,canary rockfish
rvp,NA,NA,NA,NA,NA,NA,NA,NA,NA,northern rockfish
rpj,redstripe rockfish,sebastes proriger,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,redstripe rockfish
swd,NA,NA,NA,NA,NA,NA,NA,NA,NA,yellowmouth rockfish
seq,rosy rockfish,sebastes rosaceus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,rosy rockfish
rrv,yelloweye rockfish,sebastes ruberrimus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,yelloweye rockfish
qyv,bank rockfish,sebastes rufus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,bank rockfish
rvt,NA,NA,NA,NA,NA,NA,NA,NA,NA,stripetail rockfish
sfl,NA,NA,NA,NA,NA,NA,NA,NA,NA,korean rockfish
sed,olive rockfish,sebastes serranoides,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,olive rockfish
sfp,treefish,sebastes serriceps,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,treefish
sfz,NA,NA,NA,NA,NA,NA,NA,NA,NA,sebastes taczanowskii
rvu,NA,NA,NA,NA,NA,NA,NA,NA,NA,harlequin rockfish
sfv,norway redfish,sebastes viviparus,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,NA,yes,en_name,norway redfish
rvw,NA,NA,NA,NA,NA,NA,NA,NA,NA,pygmy rockfish
rvz,NA,NA,NA,NA,NA,NA,NA,NA,NA,sharpchin rockfish
red,atlantic redfishes nei,sebastes spp,sebastes,scorpaenidae,pisces,miscellaneous demersal fishes,atlantic redfishes,yes,en_name,atlantic redfishes nei
